"","latitude","longitude","acq_time","acq_date","bright","acq_time_std","time"
"136",41.881,-122.53,645,"2018-07-06",289.1,"10:45:00",2018-07-06 10:45:00
"137",41.934,-122.539,645,"2018-07-06",289.4,"10:45:00",2018-07-06 10:45:00
"138",41.932,-122.564,645,"2018-07-06",290.8,"10:45:00",2018-07-06 10:45:00
"139",41.93,-122.592,645,"2018-07-06",289.8,"10:45:00",2018-07-06 10:45:00
"140",41.947,-122.541,645,"2018-07-06",296.7,"10:45:00",2018-07-06 10:45:00
"141",41.945,-122.567,645,"2018-07-06",293.8,"10:45:00",2018-07-06 10:45:00
"142",41.944,-122.594,645,"2018-07-06",290.2,"10:45:00",2018-07-06 10:45:00
"143",41.96,-122.544,645,"2018-07-06",288,"10:45:00",2018-07-06 10:45:00
"144",41.958,-122.57,645,"2018-07-06",290.3,"10:45:00",2018-07-06 10:45:00
"145",41.966,-122.604,645,"2018-07-06",288.7,"10:45:00",2018-07-06 10:45:00
"238",41.962,-122.543,1055,"2018-07-06",285.2,"17:35:00",2018-07-06 17:35:00
"239",41.949,-122.616,1055,"2018-07-06",285.8,"17:35:00",2018-07-06 17:35:00
"408",41.983,-122.589,1845,"2018-07-06",295.6,"06:45:00",2018-07-06 06:45:00
"409",41.972,-122.592,1845,"2018-07-06",283.1,"06:45:00",2018-07-06 06:45:00
"410",41.968,-122.551,1845,"2018-07-06",271,"06:45:00",2018-07-06 06:45:00
"411",41.934,-122.559,1845,"2018-07-06",278.6,"06:45:00",2018-07-06 06:45:00
"546",41.94,-122.521,2025,"2018-07-06",298.7,"09:45:00",2018-07-06 09:45:00
"547",41.928,-122.567,2025,"2018-07-06",296.6,"09:45:00",2018-07-06 09:45:00
"548",41.956,-122.527,2025,"2018-07-06",295.1,"09:45:00",2018-07-06 09:45:00
"549",41.944,-122.573,2025,"2018-07-06",288,"09:45:00",2018-07-06 09:45:00
"550",41.933,-122.614,2025,"2018-07-06",270.6,"09:45:00",2018-07-06 09:45:00
"551",41.972,-122.532,2025,"2018-07-06",290.4,"09:45:00",2018-07-06 09:45:00
"552",41.96,-122.58,2025,"2018-07-06",275.2,"09:45:00",2018-07-06 09:45:00
"553",41.947,-122.531,2025,"2018-07-06",296.6,"09:45:00",2018-07-06 09:45:00
"554",41.935,-122.577,2025,"2018-07-06",291.3,"09:45:00",2018-07-06 09:45:00
"555",41.963,-122.536,2025,"2018-07-06",293.3,"09:45:00",2018-07-06 09:45:00
"556",41.95,-122.583,2025,"2018-07-06",277.2,"09:45:00",2018-07-06 09:45:00
"557",41.979,-122.543,2025,"2018-07-06",283.6,"09:45:00",2018-07-06 09:45:00
"593",41.968,-122.566,2200,"2018-07-06",281.5,"12:40:00",2018-07-06 12:40:00
"594",41.983,-122.568,2200,"2018-07-06",288,"12:40:00",2018-07-06 12:40:00
"595",41.982,-122.608,2200,"2018-07-06",304.9,"12:40:00",2018-07-06 12:40:00
"596",41.999,-122.572,2200,"2018-07-06",289.7,"12:40:00",2018-07-06 12:40:00
"597",41.977,-122.572,2200,"2018-07-06",290.5,"12:40:00",2018-07-06 12:40:00
"598",41.975,-122.611,2200,"2018-07-06",302.7,"12:40:00",2018-07-06 12:40:00
"599",41.992,-122.576,2200,"2018-07-06",295.3,"12:40:00",2018-07-06 12:40:00
"600",41.991,-122.613,2200,"2018-07-06",304.6,"12:40:00",2018-07-06 12:40:00
"749",41.932,-122.474,550,"2018-07-07",297,"09:10:00",2018-07-07 09:10:00
"750",41.929,-122.49,550,"2018-07-07",292.1,"09:10:00",2018-07-07 09:10:00
"751",41.945,-122.462,550,"2018-07-07",291.6,"09:10:00",2018-07-07 09:10:00
"752",41.942,-122.477,550,"2018-07-07",294,"09:10:00",2018-07-07 09:10:00
"753",41.939,-122.493,550,"2018-07-07",294.6,"09:10:00",2018-07-07 09:10:00
"754",41.937,-122.509,550,"2018-07-07",290,"09:10:00",2018-07-07 09:10:00
"755",41.956,-122.465,550,"2018-07-07",292.6,"09:10:00",2018-07-07 09:10:00
"756",41.953,-122.481,550,"2018-07-07",291.9,"09:10:00",2018-07-07 09:10:00
"757",41.95,-122.497,550,"2018-07-07",292.4,"09:10:00",2018-07-07 09:10:00
"758",41.947,-122.513,550,"2018-07-07",293.3,"09:10:00",2018-07-07 09:10:00
"759",41.944,-122.528,550,"2018-07-07",290.7,"09:10:00",2018-07-07 09:10:00
"760",41.928,-122.609,550,"2018-07-07",291.1,"09:10:00",2018-07-07 09:10:00
"761",41.926,-122.624,550,"2018-07-07",297.1,"09:10:00",2018-07-07 09:10:00
"762",41.923,-122.64,550,"2018-07-07",287.5,"09:10:00",2018-07-07 09:10:00
"763",41.966,-122.468,550,"2018-07-07",293.8,"09:10:00",2018-07-07 09:10:00
"764",41.963,-122.483,550,"2018-07-07",292.3,"09:10:00",2018-07-07 09:10:00
"765",41.96,-122.499,550,"2018-07-07",291.6,"09:10:00",2018-07-07 09:10:00
"766",41.957,-122.516,550,"2018-07-07",294.2,"09:10:00",2018-07-07 09:10:00
"767",41.954,-122.531,550,"2018-07-07",291.6,"09:10:00",2018-07-07 09:10:00
"768",41.936,-122.627,550,"2018-07-07",288.4,"09:10:00",2018-07-07 09:10:00
"769",41.976,-122.471,550,"2018-07-07",296.4,"09:10:00",2018-07-07 09:10:00
"770",41.973,-122.487,550,"2018-07-07",293.5,"09:10:00",2018-07-07 09:10:00
"771",41.967,-122.519,550,"2018-07-07",291.3,"09:10:00",2018-07-07 09:10:00
"772",41.949,-122.616,550,"2018-07-07",289.7,"09:10:00",2018-07-07 09:10:00
"773",41.946,-122.631,550,"2018-07-07",288,"09:10:00",2018-07-07 09:10:00
"774",41.986,-122.475,550,"2018-07-07",294.7,"09:10:00",2018-07-07 09:10:00
"775",41.983,-122.491,550,"2018-07-07",294.6,"09:10:00",2018-07-07 09:10:00
"776",41.977,-122.521,550,"2018-07-07",290.3,"09:10:00",2018-07-07 09:10:00
"777",41.968,-122.571,550,"2018-07-07",292.7,"09:10:00",2018-07-07 09:10:00
"778",41.985,-122.463,550,"2018-07-07",290.8,"09:10:00",2018-07-07 09:10:00
"779",41.982,-122.479,550,"2018-07-07",296.7,"09:10:00",2018-07-07 09:10:00
"780",41.992,-122.482,550,"2018-07-07",293.6,"09:10:00",2018-07-07 09:10:00
"781",41.989,-122.498,550,"2018-07-07",296.1,"09:10:00",2018-07-07 09:10:00
"783",41.999,-122.501,550,"2018-07-07",294.1,"09:10:00",2018-07-07 09:10:00
"784",41.996,-122.516,550,"2018-07-07",293.1,"09:10:00",2018-07-07 09:10:00
"785",41.993,-122.532,550,"2018-07-07",289.9,"09:10:00",2018-07-07 09:10:00
"786",41.99,-122.548,550,"2018-07-07",290.7,"09:10:00",2018-07-07 09:10:00
"787",41.987,-122.565,550,"2018-07-07",292.2,"09:10:00",2018-07-07 09:10:00
"791",41.997,-122.568,550,"2018-07-07",291.1,"09:10:00",2018-07-07 09:10:00
"792",41.991,-122.601,550,"2018-07-07",287.9,"09:10:00",2018-07-07 09:10:00
"939",41.999,-122.555,1000,"2018-07-07",287.1,"16:40:00",2018-07-07 16:40:00
"940",41.997,-122.541,1000,"2018-07-07",285.8,"16:40:00",2018-07-07 16:40:00
"941",41.991,-122.486,1000,"2018-07-07",287.5,"16:40:00",2018-07-07 16:40:00
"942",41.989,-122.472,1000,"2018-07-07",288.2,"16:40:00",2018-07-07 16:40:00
"943",41.995,-122.547,1000,"2018-07-07",287.4,"16:40:00",2018-07-07 16:40:00
"944",41.985,-122.464,1000,"2018-07-07",286.7,"16:40:00",2018-07-07 16:40:00
"945",41.975,-122.466,1000,"2018-07-07",287.4,"16:40:00",2018-07-07 16:40:00
"946",41.951,-122.514,1000,"2018-07-07",286.6,"16:40:00",2018-07-07 16:40:00
"947",41.945,-122.63,1000,"2018-07-07",284.4,"16:40:00",2018-07-07 16:40:00
"948",41.943,-122.616,1000,"2018-07-07",287.8,"16:40:00",2018-07-07 16:40:00
"949",41.934,-122.618,1000,"2018-07-07",288.3,"16:40:00",2018-07-07 16:40:00
"950",41.924,-122.62,1000,"2018-07-07",286.7,"16:40:00",2018-07-07 16:40:00
"1091",41.993,-122.489,1925,"2018-07-07",310,"08:05:00",2018-07-07 08:05:00
"1092",41.99,-122.473,1925,"2018-07-07",310.2,"08:05:00",2018-07-07 08:05:00
"1093",41.987,-122.457,1925,"2018-07-07",308.6,"08:05:00",2018-07-07 08:05:00
"1094",41.977,-122.461,1925,"2018-07-07",314.2,"08:05:00",2018-07-07 08:05:00
"1095",41.947,-122.47,1925,"2018-07-07",311.4,"08:05:00",2018-07-07 08:05:00
"1096",41.944,-122.455,1925,"2018-07-07",310.2,"08:05:00",2018-07-07 08:05:00
"1097",41.946,-122.521,1925,"2018-07-07",313,"08:05:00",2018-07-07 08:05:00
"1098",41.943,-122.505,1925,"2018-07-07",313.8,"08:05:00",2018-07-07 08:05:00
"1099",41.94,-122.49,1925,"2018-07-07",315.5,"08:05:00",2018-07-07 08:05:00
"1100",41.937,-122.474,1925,"2018-07-07",312.9,"08:05:00",2018-07-07 08:05:00
"1101",41.934,-122.458,1925,"2018-07-07",311.5,"08:05:00",2018-07-07 08:05:00
"1102",41.93,-122.493,1925,"2018-07-07",312.7,"08:05:00",2018-07-07 08:05:00
"1103",41.927,-122.477,1925,"2018-07-07",314.4,"08:05:00",2018-07-07 08:05:00
"1104",41.924,-122.461,1925,"2018-07-07",314.7,"08:05:00",2018-07-07 08:05:00
"1105",41.933,-122.499,1925,"2018-07-07",311.4,"08:05:00",2018-07-07 08:05:00
"1106",41.93,-122.483,1925,"2018-07-07",314.2,"08:05:00",2018-07-07 08:05:00
"1107",41.927,-122.467,1925,"2018-07-07",315.6,"08:05:00",2018-07-07 08:05:00
"1108",41.924,-122.451,1925,"2018-07-07",312.5,"08:05:00",2018-07-07 08:05:00
"1109",41.923,-122.502,1925,"2018-07-07",313.4,"08:05:00",2018-07-07 08:05:00
"1110",41.92,-122.486,1925,"2018-07-07",312.7,"08:05:00",2018-07-07 08:05:00
"1111",41.917,-122.47,1925,"2018-07-07",312.8,"08:05:00",2018-07-07 08:05:00
"1250",41.919,-122.455,2105,"2018-07-07",321.1,"11:05:00",2018-07-07 11:05:00
"1251",41.917,-122.467,2105,"2018-07-07",323.3,"11:05:00",2018-07-07 11:05:00
"1252",41.915,-122.48,2105,"2018-07-07",323.2,"11:05:00",2018-07-07 11:05:00
"1253",41.913,-122.492,2105,"2018-07-07",322.3,"11:05:00",2018-07-07 11:05:00
"1254",41.93,-122.445,2105,"2018-07-07",316.6,"11:05:00",2018-07-07 11:05:00
"1255",41.928,-122.457,2105,"2018-07-07",326.7,"11:05:00",2018-07-07 11:05:00
"1256",41.926,-122.47,2105,"2018-07-07",320.7,"11:05:00",2018-07-07 11:05:00
"1257",41.924,-122.483,2105,"2018-07-07",320,"11:05:00",2018-07-07 11:05:00
"1258",41.922,-122.495,2105,"2018-07-07",328.3,"11:05:00",2018-07-07 11:05:00
"1259",41.92,-122.508,2105,"2018-07-07",321.4,"11:05:00",2018-07-07 11:05:00
"1260",41.937,-122.46,2105,"2018-07-07",316.5,"11:05:00",2018-07-07 11:05:00
"1261",41.935,-122.473,2105,"2018-07-07",316.7,"11:05:00",2018-07-07 11:05:00
"1262",41.931,-122.498,2105,"2018-07-07",318.5,"11:05:00",2018-07-07 11:05:00
"1263",41.938,-122.513,2105,"2018-07-07",320.3,"11:05:00",2018-07-07 11:05:00
"1264",41.936,-122.525,2105,"2018-07-07",319.5,"11:05:00",2018-07-07 11:05:00
"1265",41.92,-122.626,2105,"2018-07-07",304,"11:05:00",2018-07-07 11:05:00
"1266",41.949,-122.503,2105,"2018-07-07",323.2,"11:05:00",2018-07-07 11:05:00
"1267",41.947,-122.515,2105,"2018-07-07",322.6,"11:05:00",2018-07-07 11:05:00
"1268",41.945,-122.528,2105,"2018-07-07",318.6,"11:05:00",2018-07-07 11:05:00
"1269",41.955,-122.51,2105,"2018-07-07",316.6,"11:05:00",2018-07-07 11:05:00
"1270",41.974,-122.45,2105,"2018-07-07",306.4,"11:05:00",2018-07-07 11:05:00
"1271",41.983,-122.453,2105,"2018-07-07",305.2,"11:05:00",2018-07-07 11:05:00
"1272",41.981,-122.465,2105,"2018-07-07",317.1,"11:05:00",2018-07-07 11:05:00
"1273",41.979,-122.478,2105,"2018-07-07",309.7,"11:05:00",2018-07-07 11:05:00
"1274",41.99,-122.468,2105,"2018-07-07",310.9,"11:05:00",2018-07-07 11:05:00
"1275",41.988,-122.481,2105,"2018-07-07",312.3,"11:05:00",2018-07-07 11:05:00
"1276",41.997,-122.483,2105,"2018-07-07",309.1,"11:05:00",2018-07-07 11:05:00
"1277",41.995,-122.495,2105,"2018-07-07",310.2,"11:05:00",2018-07-07 11:05:00
"1278",41.985,-122.558,2105,"2018-07-07",311.5,"11:05:00",2018-07-07 11:05:00
"1280",41.994,-122.561,2105,"2018-07-07",308.9,"11:05:00",2018-07-07 11:05:00
"1376",41.935,-122.638,630,"2018-07-08",288.1,"10:30:00",2018-07-08 10:30:00
"1377",41.978,-122.438,630,"2018-07-08",290,"10:30:00",2018-07-08 10:30:00
"1378",41.989,-122.441,630,"2018-07-08",291,"10:30:00",2018-07-08 10:30:00
"1380",41.998,-122.462,630,"2018-07-08",291.6,"10:30:00",2018-07-08 10:30:00
"1701",41.957,-122.529,1830,"2018-07-08",317.2,"06:30:00",2018-07-08 06:30:00
"1702",41.955,-122.501,1830,"2018-07-08",318.5,"06:30:00",2018-07-08 06:30:00
"1703",41.963,-122.534,1830,"2018-07-08",316.3,"06:30:00",2018-07-08 06:30:00
"1704",41.961,-122.506,1830,"2018-07-08",318.2,"06:30:00",2018-07-08 06:30:00
"1705",41.948,-122.508,1830,"2018-07-08",316.5,"06:30:00",2018-07-08 06:30:00
"1942",40.679,-122.176,2150,"2018-07-08",313.9,"11:50:00",2018-07-08 11:50:00
"2138",41.998,-122.513,535,"2018-07-09",291.3,"08:55:00",2018-07-09 08:55:00
"2362",41.998,-122.513,1915,"2018-07-09",317.9,"07:55:00",2018-07-09 07:55:00
"2463",41.998,-122.532,2055,"2018-07-09",312,"10:15:00",2018-07-09 10:15:00
"2464",41.999,-122.506,2055,"2018-07-09",315.9,"10:15:00",2018-07-09 10:15:00
"2465",41.996,-122.521,2055,"2018-07-09",313.5,"10:15:00",2018-07-09 10:15:00
"4475",41.98238,-122.58986,906,"2018-07-06",286.8,"15:06:00",2018-07-06 15:06:00
"4476",41.98257,-122.59599,906,"2018-07-06",285.3,"15:06:00",2018-07-06 15:06:00
"4477",41.97702,-122.6106,906,"2018-07-06",284.4,"15:06:00",2018-07-06 15:06:00
"4478",41.97685,-122.60484,906,"2018-07-06",284.5,"15:06:00",2018-07-06 15:06:00
"4479",41.97666,-122.59872,906,"2018-07-06",284.5,"15:06:00",2018-07-06 15:06:00
"4480",41.97646,-122.59247,906,"2018-07-06",285.8,"15:06:00",2018-07-06 15:06:00
"4481",41.97625,-122.58546,906,"2018-07-06",284.8,"15:06:00",2018-07-06 15:06:00
"4482",41.97106,-122.61163,906,"2018-07-06",285.1,"15:06:00",2018-07-06 15:06:00
"4483",41.97089,-122.6062,906,"2018-07-06",284.8,"15:06:00",2018-07-06 15:06:00
"4484",41.97072,-122.6006,906,"2018-07-06",285.3,"15:06:00",2018-07-06 15:06:00
"4485",41.97031,-122.58717,906,"2018-07-06",284.7,"15:06:00",2018-07-06 15:06:00
"4487",41.9651,-122.61274,906,"2018-07-06",285.8,"15:06:00",2018-07-06 15:06:00
"4488",41.96493,-122.60724,906,"2018-07-06",285,"15:06:00",2018-07-06 15:06:00
"4489",41.9644,-122.58975,906,"2018-07-06",285.2,"15:06:00",2018-07-06 15:06:00
"4490",41.9642,-122.5831,906,"2018-07-06",286,"15:06:00",2018-07-06 15:06:00
"4491",41.96401,-122.57693,906,"2018-07-06",286.5,"15:06:00",2018-07-06 15:06:00
"4492",41.96383,-122.57083,906,"2018-07-06",284.4,"15:06:00",2018-07-06 15:06:00
"4494",41.95723,-122.55035,906,"2018-07-06",286.8,"15:06:00",2018-07-06 15:06:00
"4496",41.95913,-122.61366,906,"2018-07-06",284.7,"15:06:00",2018-07-06 15:06:00
"4497",41.95897,-122.6084,906,"2018-07-06",285.1,"15:06:00",2018-07-06 15:06:00
"4498",41.95881,-122.60297,906,"2018-07-06",285.6,"15:06:00",2018-07-06 15:06:00
"4499",41.95827,-122.58519,906,"2018-07-06",284.3,"15:06:00",2018-07-06 15:06:00
"4500",41.95807,-122.57841,906,"2018-07-06",285.3,"15:06:00",2018-07-06 15:06:00
"4501",41.95784,-122.57066,906,"2018-07-06",285.3,"15:06:00",2018-07-06 15:06:00
"4502",41.95761,-122.56306,906,"2018-07-06",286.3,"15:06:00",2018-07-06 15:06:00
"4503",41.95742,-122.55666,906,"2018-07-06",286.4,"15:06:00",2018-07-06 15:06:00
"4504",41.95704,-122.54414,906,"2018-07-06",284.3,"15:06:00",2018-07-06 15:06:00
"4507",41.95328,-122.61855,906,"2018-07-06",290.8,"15:06:00",2018-07-06 15:06:00
"4508",41.95314,-122.61395,906,"2018-07-06",286.8,"15:06:00",2018-07-06 15:06:00
"4509",41.95132,-122.55267,906,"2018-07-06",292.7,"15:06:00",2018-07-06 15:06:00
"4510",41.95112,-122.5461,906,"2018-07-06",288.2,"15:06:00",2018-07-06 15:06:00
"4511",41.95092,-122.53969,906,"2018-07-06",285,"15:06:00",2018-07-06 15:06:00
"4513",41.95342,-122.62309,906,"2018-07-06",285.2,"15:06:00",2018-07-06 15:06:00
"4514",41.953,-122.60916,906,"2018-07-06",285.7,"15:06:00",2018-07-06 15:06:00
"4515",41.95285,-122.60404,906,"2018-07-06",284.9,"15:06:00",2018-07-06 15:06:00
"4516",41.95212,-122.57967,906,"2018-07-06",285.1,"15:06:00",2018-07-06 15:06:00
"4517",41.95187,-122.57105,906,"2018-07-06",285.8,"15:06:00",2018-07-06 15:06:00
"4518",41.95166,-122.56396,906,"2018-07-06",286,"15:06:00",2018-07-06 15:06:00
"4519",41.95148,-122.55828,906,"2018-07-06",287.4,"15:06:00",2018-07-06 15:06:00
"4523",41.94725,-122.61732,906,"2018-07-06",288.8,"15:06:00",2018-07-06 15:06:00
"4524",41.94712,-122.61296,906,"2018-07-06",288.9,"15:06:00",2018-07-06 15:06:00
"4525",41.94556,-122.56015,906,"2018-07-06",288.1,"15:06:00",2018-07-06 15:06:00
"4526",41.94538,-122.55426,906,"2018-07-06",288.1,"15:06:00",2018-07-06 15:06:00
"4527",41.9452,-122.5481,906,"2018-07-06",288.7,"15:06:00",2018-07-06 15:06:00
"4528",41.945,-122.54147,906,"2018-07-06",288.6,"15:06:00",2018-07-06 15:06:00
"4533",41.94738,-122.6217,906,"2018-07-06",285.3,"15:06:00",2018-07-06 15:06:00
"4534",41.94699,-122.60859,906,"2018-07-06",286.6,"15:06:00",2018-07-06 15:06:00
"4535",41.9467,-122.59889,906,"2018-07-06",285.2,"15:06:00",2018-07-06 15:06:00
"4536",41.94654,-122.59338,906,"2018-07-06",285.9,"15:06:00",2018-07-06 15:06:00
"4537",41.94595,-122.57347,906,"2018-07-06",285.7,"15:06:00",2018-07-06 15:06:00
"4538",41.94575,-122.56639,906,"2018-07-06",286.2,"15:06:00",2018-07-06 15:06:00
"4539",41.94482,-122.53542,906,"2018-07-06",283.5,"15:06:00",2018-07-06 15:06:00
"4542",41.94112,-122.61248,906,"2018-07-06",287.5,"15:06:00",2018-07-06 15:06:00
"4543",41.94056,-122.59359,906,"2018-07-06",285.9,"15:06:00",2018-07-06 15:06:00
"4544",41.93965,-122.56246,906,"2018-07-06",288.1,"15:06:00",2018-07-06 15:06:00
"4545",41.93946,-122.5562,906,"2018-07-06",287.7,"15:06:00",2018-07-06 15:06:00
"4546",41.93927,-122.54973,906,"2018-07-06",287.5,"15:06:00",2018-07-06 15:06:00
"4547",41.93907,-122.5428,906,"2018-07-06",285.6,"15:06:00",2018-07-06 15:06:00
"4551",41.94099,-122.60803,906,"2018-07-06",287.5,"15:06:00",2018-07-06 15:06:00
"4552",41.9404,-122.5883,906,"2018-07-06",285.6,"15:06:00",2018-07-06 15:06:00
"4553",41.93983,-122.56895,906,"2018-07-06",286.7,"15:06:00",2018-07-06 15:06:00
"4558",41.93512,-122.61224,906,"2018-07-06",285.5,"15:06:00",2018-07-06 15:06:00
"4559",41.93499,-122.6077,906,"2018-07-06",286.2,"15:06:00",2018-07-06 15:06:00
