"","latitude","longitude","acq_time","acq_date","bright","acq_time_std","time"
"9407",41.95428,-122.51185,2012,"2018-07-07",308.4,"09:32:00",2018-07-07 09:32:00
"9408",41.94922,-122.53075,2012,"2018-07-07",312.6,"09:32:00",2018-07-07 09:32:00
"9409",41.92732,-122.6125,2012,"2018-07-07",300.7,"09:32:00",2018-07-07 09:32:00
"9410",41.92642,-122.61586,2012,"2018-07-07",301.9,"09:32:00",2018-07-07 09:32:00
"9411",41.97612,-122.45097,2012,"2018-07-07",312.9,"09:32:00",2018-07-07 09:32:00
"9412",41.97509,-122.45486,2012,"2018-07-07",326.6,"09:32:00",2018-07-07 09:32:00
"9413",41.9822,-122.44914,2012,"2018-07-07",305.3,"09:32:00",2018-07-07 09:32:00
"9414",41.97912,-122.46073,2012,"2018-07-07",309.7,"09:32:00",2018-07-07 09:32:00
"9415",41.98011,-122.45704,2012,"2018-07-07",316,"09:32:00",2018-07-07 09:32:00
"9416",41.98113,-122.45319,2012,"2018-07-07",328,"09:32:00",2018-07-07 09:32:00
"9417",41.94601,-122.5213,2012,"2018-07-07",315.8,"09:32:00",2018-07-07 09:32:00
"9418",41.95033,-122.50558,2012,"2018-07-07",314.8,"09:32:00",2018-07-07 09:32:00
"9419",41.94915,-122.50986,2012,"2018-07-07",312.3,"09:32:00",2018-07-07 09:32:00
"9420",41.94804,-122.51389,2012,"2018-07-07",307.4,"09:32:00",2018-07-07 09:32:00
"9421",41.945,-122.52502,2012,"2018-07-07",309.3,"09:32:00",2018-07-07 09:32:00
"9422",41.94702,-122.51764,2012,"2018-07-07",327.6,"09:32:00",2018-07-07 09:32:00
"9423",41.95005,-122.52713,2012,"2018-07-07",312.1,"09:32:00",2018-07-07 09:32:00
"9424",41.94905,-122.53081,2012,"2018-07-07",313,"09:32:00",2018-07-07 09:32:00
"9425",41.92577,-122.61569,2012,"2018-07-07",303.1,"09:32:00",2018-07-07 09:32:00
"9426",41.95421,-122.51196,2012,"2018-07-07",308.8,"09:32:00",2018-07-07 09:32:00
"9427",41.92669,-122.61232,2012,"2018-07-07",300,"09:32:00",2018-07-07 09:32:00
"9428",41.97639,-122.45129,2012,"2018-07-07",314.9,"09:32:00",2018-07-07 09:32:00
"9429",41.97433,-122.45889,2012,"2018-07-07",311,"09:32:00",2018-07-07 09:32:00
"9430",41.97535,-122.45514,2012,"2018-07-07",329.1,"09:32:00",2018-07-07 09:32:00
"9431",41.97936,-122.46099,2012,"2018-07-07",311.2,"09:32:00",2018-07-07 09:32:00
"9432",41.9825,-122.44945,2012,"2018-07-07",304.2,"09:32:00",2018-07-07 09:32:00
"9433",41.98141,-122.45348,2012,"2018-07-07",324.7,"09:32:00",2018-07-07 09:32:00
"9434",41.98036,-122.45731,2012,"2018-07-07",315.2,"09:32:00",2018-07-07 09:32:00
"9435",41.98532,-122.4597,2012,"2018-07-07",318.1,"09:32:00",2018-07-07 09:32:00
"9436",41.98427,-122.46355,2012,"2018-07-07",328.3,"09:32:00",2018-07-07 09:32:00
"9437",41.98323,-122.46737,2012,"2018-07-07",310.5,"09:32:00",2018-07-07 09:32:00
"9438",41.98219,-122.47121,2012,"2018-07-07",301.9,"09:32:00",2018-07-07 09:32:00
"9439",41.98117,-122.47496,2012,"2018-07-07",304.2,"09:32:00",2018-07-07 09:32:00
"9440",41.93929,-122.62836,2012,"2018-07-07",299.3,"09:32:00",2018-07-07 09:32:00
"9441",41.99041,-122.46162,2012,"2018-07-07",315,"09:32:00",2018-07-07 09:32:00
"9442",41.9893,-122.4657,2012,"2018-07-07",349.8,"09:32:00",2018-07-07 09:32:00
"9443",41.99159,-122.45724,2012,"2018-07-07",300.9,"09:32:00",2018-07-07 09:32:00
"9444",41.98822,-122.46964,2012,"2018-07-07",311.6,"09:32:00",2018-07-07 09:32:00
"9445",41.98716,-122.47356,2012,"2018-07-07",300.8,"09:32:00",2018-07-07 09:32:00
"9446",41.9861,-122.47748,2012,"2018-07-07",299.6,"09:32:00",2018-07-07 09:32:00
"9447",41.99443,-122.46742,2012,"2018-07-07",307.6,"09:32:00",2018-07-07 09:32:00
"9448",41.99224,-122.47551,2012,"2018-07-07",322.3,"09:32:00",2018-07-07 09:32:00
"9449",41.99331,-122.47159,2012,"2018-07-07",312.9,"09:32:00",2018-07-07 09:32:00
"9450",41.99008,-122.48347,2012,"2018-07-07",298.9,"09:32:00",2018-07-07 09:32:00
"9451",41.99631,-122.48122,2012,"2018-07-07",326.6,"09:32:00",2018-07-07 09:32:00
"9452",41.9952,-122.48529,2012,"2018-07-07",302.5,"09:32:00",2018-07-07 09:32:00
"9453",41.99412,-122.48928,2012,"2018-07-07",303.1,"09:32:00",2018-07-07 09:32:00
"9454",41.99845,-122.47333,2012,"2018-07-07",296.9,"09:32:00",2018-07-07 09:32:00
"9455",41.99737,-122.47729,2012,"2018-07-07",335.6,"09:32:00",2018-07-07 09:32:00
"9458",41.99921,-122.49118,2012,"2018-07-07",299.1,"09:32:00",2018-07-07 09:32:00
"9459",41.9984,-122.51492,2012,"2018-07-07",300.5,"09:32:00",2018-07-07 09:32:00
"9460",41.99744,-122.51846,2012,"2018-07-07",302,"09:32:00",2018-07-07 09:32:00
"9461",41.99465,-122.54949,2012,"2018-07-07",305,"09:32:00",2018-07-07 09:32:00
"9464",41.99323,-122.55476,2012,"2018-07-07",299.5,"09:32:00",2018-07-07 09:32:00
"9465",41.99199,-122.55933,2012,"2018-07-07",304.3,"09:32:00",2018-07-07 09:32:00
"9467",41.99826,-122.55692,2012,"2018-07-07",302.4,"09:32:00",2018-07-07 09:32:00
"9473",41.99364,-122.59483,2012,"2018-07-07",301.4,"09:32:00",2018-07-07 09:32:00
"9706",41.91651,-122.46011,2154,"2018-07-07",311.9,"11:54:00",2018-07-07 11:54:00
"9707",41.91631,-122.46543,2154,"2018-07-07",325.4,"11:54:00",2018-07-07 11:54:00
"9708",41.91609,-122.47105,2154,"2018-07-07",312.1,"11:54:00",2018-07-07 11:54:00
"9709",41.92258,-122.45059,2154,"2018-07-07",313.4,"11:54:00",2018-07-07 11:54:00
"9710",41.92218,-122.46094,2154,"2018-07-07",313.3,"11:54:00",2018-07-07 11:54:00
"9711",41.92197,-122.46632,2154,"2018-07-07",312.1,"11:54:00",2018-07-07 11:54:00
"9712",41.92175,-122.47195,2154,"2018-07-07",315.6,"11:54:00",2018-07-07 11:54:00
"9713",41.92154,-122.47762,2154,"2018-07-07",317.3,"11:54:00",2018-07-07 11:54:00
"9714",41.92091,-122.49377,2154,"2018-07-07",313.2,"11:54:00",2018-07-07 11:54:00
"9715",41.92238,-122.45583,2154,"2018-07-07",325.2,"11:54:00",2018-07-07 11:54:00
"9716",41.92133,-122.48282,2154,"2018-07-07",328.1,"11:54:00",2018-07-07 11:54:00
"9717",41.92826,-122.45149,2154,"2018-07-07",313,"11:54:00",2018-07-07 11:54:00
"9718",41.92804,-122.45704,2154,"2018-07-07",314.1,"11:54:00",2018-07-07 11:54:00
"9719",41.92784,-122.46217,2154,"2018-07-07",310.5,"11:54:00",2018-07-07 11:54:00
"9720",41.92658,-122.49438,2154,"2018-07-07",323,"11:54:00",2018-07-07 11:54:00
"9721",41.92678,-122.48913,2154,"2018-07-07",312.4,"11:54:00",2018-07-07 11:54:00
"9722",41.92635,-122.5,2154,"2018-07-07",309,"11:54:00",2018-07-07 11:54:00
"9723",41.9215,-122.62167,2154,"2018-07-07",301.8,"11:54:00",2018-07-07 11:54:00
"9724",41.93226,-122.49483,2154,"2018-07-07",311.2,"11:54:00",2018-07-07 11:54:00
"9725",41.93417,-122.44615,2154,"2018-07-07",303,"11:54:00",2018-07-07 11:54:00
"9726",41.93395,-122.45192,2154,"2018-07-07",305.5,"11:54:00",2018-07-07 11:54:00
"9727",41.93373,-122.45753,2154,"2018-07-07",306,"11:54:00",2018-07-07 11:54:00
"9728",41.93245,-122.48981,2154,"2018-07-07",311.1,"11:54:00",2018-07-07 11:54:00
"9729",41.92709,-122.6236,2154,"2018-07-07",302.2,"11:54:00",2018-07-07 11:54:00
"9730",41.92684,-122.62955,2154,"2018-07-07",300.6,"11:54:00",2018-07-07 11:54:00
"9731",41.93921,-122.46334,2154,"2018-07-07",310.4,"11:54:00",2018-07-07 11:54:00
"9732",41.93794,-122.49514,2154,"2018-07-07",314,"11:54:00",2018-07-07 11:54:00
"9733",41.93964,-122.45229,2154,"2018-07-07",303.9,"11:54:00",2018-07-07 11:54:00
"9734",41.93943,-122.45781,2154,"2018-07-07",304.2,"11:54:00",2018-07-07 11:54:00
"9735",41.93899,-122.46886,2154,"2018-07-07",303.7,"11:54:00",2018-07-07 11:54:00
"9736",41.93773,-122.50047,2154,"2018-07-07",306.2,"11:54:00",2018-07-07 11:54:00
"9737",41.93704,-122.51775,2154,"2018-07-07",303.2,"11:54:00",2018-07-07 11:54:00
"9738",41.9327,-122.62447,2154,"2018-07-07",297.7,"11:54:00",2018-07-07 11:54:00
"9739",41.94491,-122.46335,2154,"2018-07-07",308.2,"11:54:00",2018-07-07 11:54:00
"9740",41.94469,-122.46886,2154,"2018-07-07",305.9,"11:54:00",2018-07-07 11:54:00
"9741",41.94319,-122.50639,2154,"2018-07-07",312,"11:54:00",2018-07-07 11:54:00
"9742",41.94297,-122.5118,2154,"2018-07-07",319.5,"11:54:00",2018-07-07 11:54:00
"9743",41.93837,-122.62435,2154,"2018-07-07",309.8,"11:54:00",2018-07-07 11:54:00
"9744",41.94273,-122.51759,2154,"2018-07-07",316.2,"11:54:00",2018-07-07 11:54:00
"9745",41.94249,-122.52341,2154,"2018-07-07",312.4,"11:54:00",2018-07-07 11:54:00
"9746",41.94227,-122.52903,2154,"2018-07-07",304.3,"11:54:00",2018-07-07 11:54:00
"9747",41.93807,-122.63162,2154,"2018-07-07",302.3,"11:54:00",2018-07-07 11:54:00
"9748",41.94885,-122.50701,2154,"2018-07-07",315.8,"11:54:00",2018-07-07 11:54:00
"9749",41.94842,-122.51764,2154,"2018-07-07",307.9,"11:54:00",2018-07-07 11:54:00
"9750",41.94818,-122.5235,2154,"2018-07-07",307.6,"11:54:00",2018-07-07 11:54:00
"9751",41.94794,-122.52934,2154,"2018-07-07",307,"11:54:00",2018-07-07 11:54:00
"9752",41.94865,-122.51208,2154,"2018-07-07",309.9,"11:54:00",2018-07-07 11:54:00
"9753",41.95431,-122.51286,2154,"2018-07-07",307.1,"11:54:00",2018-07-07 11:54:00
"9754",41.95451,-122.50795,2154,"2018-07-07",307.7,"11:54:00",2018-07-07 11:54:00
"9755",41.974,-122.44991,2154,"2018-07-07",302,"11:54:00",2018-07-07 11:54:00
"9756",41.97946,-122.45584,2154,"2018-07-07",307.2,"11:54:00",2018-07-07 11:54:00
"9757",41.97969,-122.45039,2154,"2018-07-07",302.3,"11:54:00",2018-07-07 11:54:00
"9758",41.97923,-122.46152,2154,"2018-07-07",302.3,"11:54:00",2018-07-07 11:54:00
"9759",41.98516,-122.45618,2154,"2018-07-07",304.5,"11:54:00",2018-07-07 11:54:00
"9760",41.98494,-122.46149,2154,"2018-07-07",308.6,"11:54:00",2018-07-07 11:54:00
"9761",41.98471,-122.46699,2154,"2018-07-07",303.7,"11:54:00",2018-07-07 11:54:00
"9762",41.9906,-122.46244,2154,"2018-07-07",308.3,"11:54:00",2018-07-07 11:54:00
"9763",41.99038,-122.46767,2154,"2018-07-07",303.6,"11:54:00",2018-07-07 11:54:00
"9764",41.98689,-122.54963,2154,"2018-07-07",307.7,"11:54:00",2018-07-07 11:54:00
"9765",41.99016,-122.47301,2154,"2018-07-07",302.1,"11:54:00",2018-07-07 11:54:00
"9766",41.9867,-122.55399,2154,"2018-07-07",306.5,"11:54:00",2018-07-07 11:54:00
"9767",41.98651,-122.55849,2154,"2018-07-07",307.3,"11:54:00",2018-07-07 11:54:00
"9768",41.99604,-122.46882,2154,"2018-07-07",302.6,"11:54:00",2018-07-07 11:54:00
"9769",41.99582,-122.47406,2154,"2018-07-07",303.4,"11:54:00",2018-07-07 11:54:00
"9770",41.9927,-122.54645,2154,"2018-07-07",305,"11:54:00",2018-07-07 11:54:00
"9771",41.99253,-122.55054,2154,"2018-07-07",306.9,"11:54:00",2018-07-07 11:54:00
"9772",41.99234,-122.55481,2154,"2018-07-07",305.6,"11:54:00",2018-07-07 11:54:00
"9773",41.99091,-122.5878,2154,"2018-07-07",311.5,"11:54:00",2018-07-07 11:54:00
"9774",41.99535,-122.48491,2154,"2018-07-07",303.2,"11:54:00",2018-07-07 11:54:00
"9775",41.99512,-122.49033,2154,"2018-07-07",302,"11:54:00",2018-07-07 11:54:00
"9776",41.99289,-122.54194,2154,"2018-07-07",302,"11:54:00",2018-07-07 11:54:00
"9777",41.99215,-122.55949,2154,"2018-07-07",306.2,"11:54:00",2018-07-07 11:54:00
"9778",41.97536,-122.44926,2154,"2018-07-07",301.2,"11:54:00",2018-07-07 11:54:00
"9779",41.97517,-122.45465,2154,"2018-07-07",302.8,"11:54:00",2018-07-07 11:54:00
"9780",41.98086,-122.45515,2154,"2018-07-07",308.1,"11:54:00",2018-07-07 11:54:00
"9781",41.98066,-122.46078,2154,"2018-07-07",306.7,"11:54:00",2018-07-07 11:54:00
"9782",41.98046,-122.46626,2154,"2018-07-07",304.2,"11:54:00",2018-07-07 11:54:00
"9783",41.98636,-122.4608,2154,"2018-07-07",306.1,"11:54:00",2018-07-07 11:54:00
"9784",41.98655,-122.45562,2154,"2018-07-07",299.8,"11:54:00",2018-07-07 11:54:00
"9785",41.98616,-122.46629,2154,"2018-07-07",303.8,"11:54:00",2018-07-07 11:54:00
"9786",41.99202,-122.4622,2154,"2018-07-07",304.5,"11:54:00",2018-07-07 11:54:00
"9787",41.99164,-122.47259,2154,"2018-07-07",305.9,"11:54:00",2018-07-07 11:54:00
"9788",41.98879,-122.54942,2154,"2018-07-07",307.6,"11:54:00",2018-07-07 11:54:00
"9789",41.98846,-122.55833,2154,"2018-07-07",310.8,"11:54:00",2018-07-07 11:54:00
"9790",41.99184,-122.4673,2154,"2018-07-07",304.7,"11:54:00",2018-07-07 11:54:00
"9791",41.99144,-122.47805,2154,"2018-07-07",301.5,"11:54:00",2018-07-07 11:54:00
"9792",41.99124,-122.48344,2154,"2018-07-07",300.3,"11:54:00",2018-07-07 11:54:00
"9793",41.98863,-122.55379,2154,"2018-07-07",312.6,"11:54:00",2018-07-07 11:54:00
"9794",41.9967,-122.48991,2154,"2018-07-07",303.8,"11:54:00",2018-07-07 11:54:00
"9795",41.99444,-122.55046,2154,"2018-07-07",304.4,"11:54:00",2018-07-07 11:54:00
"9796",41.99302,-122.58803,2154,"2018-07-07",311,"11:54:00",2018-07-07 11:54:00
"9797",41.9973,-122.47371,2154,"2018-07-07",301,"11:54:00",2018-07-07 11:54:00
"9798",41.9971,-122.47919,2154,"2018-07-07",301.8,"11:54:00",2018-07-07 11:54:00
"9799",41.9969,-122.48451,2154,"2018-07-07",304.5,"11:54:00",2018-07-07 11:54:00
"9800",41.99578,-122.51469,2154,"2018-07-07",296.5,"11:54:00",2018-07-07 11:54:00
"9801",41.99459,-122.54642,2154,"2018-07-07",302.7,"11:54:00",2018-07-07 11:54:00
"9811",41.99993,-122.5555,2154,"2018-07-07",303.1,"11:54:00",2018-07-07 11:54:00
"11104",41.99967,-122.45051,1012,"2018-07-08",287.5,"16:52:00",2018-07-08 16:52:00
"11105",41.99884,-122.44572,1012,"2018-07-08",285.1,"16:52:00",2018-07-08 16:52:00
"11117",41.99884,-122.46578,1012,"2018-07-08",286.5,"16:52:00",2018-07-08 16:52:00
"11118",41.99719,-122.45633,1012,"2018-07-08",285.1,"16:52:00",2018-07-08 16:52:00
"11119",41.99636,-122.45156,1012,"2018-07-08",286.1,"16:52:00",2018-07-08 16:52:00
"11120",41.99553,-122.44674,1012,"2018-07-08",286.1,"16:52:00",2018-07-08 16:52:00
"11121",41.99469,-122.44196,1012,"2018-07-08",286.4,"16:52:00",2018-07-08 16:52:00
"11127",41.9988,-122.48572,1012,"2018-07-08",285.9,"16:52:00",2018-07-08 16:52:00
"11128",41.99633,-122.47145,1012,"2018-07-08",286.6,"16:52:00",2018-07-08 16:52:00
"11129",41.99138,-122.44299,1012,"2018-07-08",286.7,"16:52:00",2018-07-08 16:52:00
"11130",41.99054,-122.4382,1012,"2018-07-08",286.5,"16:52:00",2018-07-08 16:52:00
"11139",41.99054,-122.45823,1012,"2018-07-08",285.6,"16:52:00",2018-07-08 16:52:00
"11140",41.98723,-122.43922,1012,"2018-07-08",287,"16:52:00",2018-07-08 16:52:00
"11141",41.9864,-122.43449,1012,"2018-07-08",286.3,"16:52:00",2018-07-08 16:52:00
"11143",41.99719,-122.51655,1012,"2018-07-08",286.1,"16:52:00",2018-07-08 16:52:00
"11144",41.99052,-122.47822,1012,"2018-07-08",285,"16:52:00",2018-07-08 16:52:00
"11145",41.98722,-122.45918,1012,"2018-07-08",284.6,"16:52:00",2018-07-08 16:52:00
"11146",41.98309,-122.43549,1012,"2018-07-08",287,"16:52:00",2018-07-08 16:52:00
"11148",41.9996,-122.55054,1012,"2018-07-08",287.3,"16:52:00",2018-07-08 16:52:00
"11149",41.9806,-122.44125,1012,"2018-07-08",286.2,"16:52:00",2018-07-08 16:52:00
"11150",41.97977,-122.43649,1012,"2018-07-08",288,"16:52:00",2018-07-08 16:52:00
"11151",41.97894,-122.43174,1012,"2018-07-08",285.8,"16:52:00",2018-07-08 16:52:00
"11154",41.99708,-122.55612,1012,"2018-07-08",287.3,"16:52:00",2018-07-08 16:52:00
"11155",41.99628,-122.55149,1012,"2018-07-08",287.3,"16:52:00",2018-07-08 16:52:00
"11156",41.97812,-122.44703,1012,"2018-07-08",287.5,"16:52:00",2018-07-08 16:52:00
"11157",41.99952,-122.59031,1012,"2018-07-08",285.9,"16:52:00",2018-07-08 16:52:00
"11158",41.99377,-122.55711,1012,"2018-07-08",287.7,"16:52:00",2018-07-08 16:52:00
"11159",41.95779,-122.52032,1012,"2018-07-08",287.3,"16:52:00",2018-07-08 16:52:00
"11160",41.95697,-122.51556,1012,"2018-07-08",287.1,"16:52:00",2018-07-08 16:52:00
"11161",41.93855,-122.63106,1012,"2018-07-08",287.3,"16:52:00",2018-07-08 16:52:00
"11162",41.93772,-122.62621,1012,"2018-07-08",288.9,"16:52:00",2018-07-08 16:52:00
"11163",41.93443,-122.62729,1012,"2018-07-08",292.6,"16:52:00",2018-07-08 16:52:00
"11164",41.93359,-122.62245,1012,"2018-07-08",290.1,"16:52:00",2018-07-08 16:52:00
"11165",41.93195,-122.63311,1012,"2018-07-08",294.5,"16:52:00",2018-07-08 16:52:00
"11166",41.93113,-122.62833,1012,"2018-07-08",290.5,"16:52:00",2018-07-08 16:52:00
"11167",41.93031,-122.62354,1012,"2018-07-08",288.5,"16:52:00",2018-07-08 16:52:00
"11168",41.92864,-122.63406,1012,"2018-07-08",287.6,"16:52:00",2018-07-08 16:52:00
"11169",41.92782,-122.62933,1012,"2018-07-08",288,"16:52:00",2018-07-08 16:52:00
"12820",41.94921,-122.51157,1954,"2018-07-08",313,"08:34:00",2018-07-08 08:34:00
"12821",41.95548,-122.51424,1954,"2018-07-08",315.1,"08:34:00",2018-07-08 08:34:00
"12822",41.95347,-122.52052,1954,"2018-07-08",310,"08:34:00",2018-07-08 08:34:00
"12823",41.96192,-122.51636,1954,"2018-07-08",314.6,"08:34:00",2018-07-08 08:34:00
"12824",41.95979,-122.52305,1954,"2018-07-08",311,"08:34:00",2018-07-08 08:34:00
"12825",41.93477,-122.62356,1954,"2018-07-08",300.6,"08:34:00",2018-07-08 08:34:00
"12838",41.96144,-122.51846,1954,"2018-07-08",317.1,"08:34:00",2018-07-08 08:34:00
"12894",40.67893,-122.16217,2136,"2018-07-08",315.9,"11:36:00",2018-07-08 11:36:00
"13478",41.94952,-122.51503,2136,"2018-07-08",319.2,"11:36:00",2018-07-08 11:36:00
"13479",41.95392,-122.51578,2136,"2018-07-08",319.2,"11:36:00",2018-07-08 11:36:00
"13480",41.95341,-122.52196,2136,"2018-07-08",318.9,"11:36:00",2018-07-08 11:36:00
"13481",41.95831,-122.51676,2136,"2018-07-08",321,"11:36:00",2018-07-08 11:36:00
"13482",41.9627,-122.51779,2136,"2018-07-08",321.3,"11:36:00",2018-07-08 11:36:00
"13489",41.99996,-122.59219,2136,"2018-07-08",317.4,"11:36:00",2018-07-08 11:36:00
"15402",41.99989,-122.5088,954,"2018-07-09",290,"15:54:00",2018-07-09 15:54:00
"15404",41.99924,-122.50383,954,"2018-07-09",288.2,"15:54:00",2018-07-09 15:54:00
"17228",40.30674,-122.0917,936,"2018-07-10",291,"15:36:00",2018-07-10 15:36:00
